,title,book_id,publication_year,ratings_count,language_code,average_rating,economics,politics,sociology,society,political-science,government,history,philosophy,theory
25344,Expectations of Modernity: Myths and Meanings of Urban Life on the Zambian Copperbelt,233202,1999.0,102,eng,3.83,0,1,0,0,0,0,0,0,0
25355,Failure Is Not an Option: Mission Control from Mercury to Apollo 13 and Beyond,2105338,2000.0,129,,4.24,0,0,0,0,0,0,1,0,0
25360,"Patient H.M.: A Story of Memory, Madness, and Family Secrets",25937922,2016.0,494,eng,3.83,0,0,0,0,0,0,1,0,0
25372,"Shock Value: How a Few Eccentric Outsiders Gave Us Nightmares, Conquered Hollywood, and Invented Modern Horror",10985582,2011.0,1510,en-US,3.83,0,0,0,0,0,0,1,0,0
25377,The Compassionate Instinct: The Science of Human Goodness,6455182,2010.0,107,,3.82,0,0,1,0,0,0,0,1,0
25402,The Death of Kings: A Medical History of the Kings and Queens of England,409137,2000.0,154,en-US,3.9,0,0,0,0,0,0,1,0,0
25410,Inventology: How We Dream Up Things That Change the World,23719289,2016.0,148,,3.91,0,0,0,0,0,0,1,0,0
25430,The H-Spot: The Feminist Pursuit of Happiness,31934541,2017.0,178,,3.8,0,1,0,0,0,0,1,0,0
25449,"Our Bodies, Ourselves",10862601,2011.0,121,,4.34,0,0,1,0,0,0,1,0,0
25458,Lick Me: How I Became Cherry Vanilla,8522316,2010.0,115,,3.37,0,0,0,0,0,0,1,0,0
25466,"Deconstructing Sammy: Music, Money, Madness, and the Mob",2905280,2008.0,124,,3.68,0,0,0,0,0,0,1,0,0
25490,Italian Neighbours: An Englishman in Verona,702496,2001.0,104,,3.7,0,0,0,0,0,0,1,0,0
25551,"Garry Kasparov on My Great Predecessors,  Part 1",163826,2003.0,247,eng,4.36,0,0,0,0,0,0,1,0,0
25556,The Marx-Engels Reader,52184,,5168,eng,3.93,0,1,0,0,0,0,0,1,0
25563,Secrets and Wives: The Hidden World of Mormon Polygamy,11333676,,514,eng,3.86,0,0,1,0,0,0,1,0,0
25588,"The Queen of Katwe: A Story of Life, Chess, and One Extraordinary Girl's Dream of Becoming a Grandmaster",13547258,2012.0,1367,,3.75,0,0,0,0,0,0,1,0,0
25594,Hellfire,6856897,2009.0,286,,4.28,0,0,0,0,0,0,1,0,0
25596,A Peace to End All Peace: The Fall of the Ottoman Empire and the Creation of the Modern Middle East,9618735,,214,en-US,4.17,0,1,0,0,0,0,1,0,0
25616,Repetition,4699373,1941.0,111,,3.9,0,0,0,0,0,0,0,1,1
25623,Whispering Hope: The Heart-Breaking True Story of the Magdalene Women,25613937,,130,eng,4.29,0,0,0,0,0,0,1,0,0
25640,Beyond Reason: Using Emotions as You Negotiate,16471,,496,,3.84,0,1,0,0,0,0,0,0,0
25721,"The Irrational Atheist: Dissecting the Unholy Trinity of Dawkins, Harris, and Hitchens",1142464,2008.0,320,eng,3.8,0,1,0,0,0,0,0,1,0
25725,Cities of Tomorrow: An Intellectual History of Urban Planning and Design in the Twentieth Century,479100,2002.0,417,en-GB,3.84,0,0,0,0,0,0,1,0,0
25738,Women Who Kill,734421,1997.0,106,,3.92,0,0,1,0,0,0,1,0,0
25739,The Incorporation of America: Culture and Society in the Gilded Age,258001,2007.0,227,en-US,3.82,0,0,0,0,0,0,1,0,0
25750,Dirty Politics: How Attack Politics is Poisoning New Zealand's Political Environment,22911063,2014.0,219,eng,4.02,0,1,0,0,0,0,1,0,0
25764,Mercury: An Intimate Biography of Freddie Mercury,13260274,,918,,3.72,0,0,0,0,0,0,1,0,0
25775,The Man of Numbers: Fibonacci's Arithmetic Revolution,11036473,2011.0,339,en-US,3.32,0,0,0,0,0,0,1,0,0
25837,Separation of Church & State: What the Founders Meant,2890629,2007.0,195,,4.34,0,0,0,0,0,0,1,0,0
25866,The Russian Revolution: A Very Short Introduction,74652,2002.0,221,,3.45,0,1,0,0,0,0,1,0,0
25875,Harvest for Hope: A Guide to Mindful Eating,101098,2006.0,1760,,4.03,0,1,0,0,0,0,0,0,0
25887,How Dare the Sun Rise: Memoirs of a War Child,31751594,2017.0,124,eng,4.28,0,0,0,0,0,0,1,0,0
25899,"Hubris: The Inside Story of Spin, Scandal, and the Selling of the Iraq War",237255,2006.0,1053,en-US,3.93,0,1,0,0,0,0,1,0,0
25900,I Wish I Knew That: U.S. Presidents: Cool Stuff You Need To Know,17348078,2012.0,472,eng,3.71,0,0,0,0,0,0,1,0,0
25914,The Holocaust by Bullets: A Priest's Journey to Uncover the Truth Behind the Murder of 1.5 Million Jews,3496587,2008.0,305,,4.23,0,0,0,0,0,0,1,0,0
25933,Prairie Dog Song: The Key to Saving North America's Grasslands,27817738,2016.0,137,,4.0,0,0,0,0,0,0,1,0,0
25941,Confessions of a Young Novelist,9689413,2011.0,450,eng,3.56,0,0,0,0,0,0,0,1,1
25971,What Really Happened to the Class of '65,883750,1976.0,152,eng,3.93,0,0,0,0,0,0,1,0,0
25976,Steve Jobs: The Man Who Thought Different,12969593,2012.0,3044,eng,3.94,0,0,0,0,0,0,1,0,0
25979,Walking with God through Pain and Suffering,18620153,2013.0,218,eng,4.57,0,0,0,0,0,0,0,1,0
26018,The Silent World,612512,,528,eng,4.3,0,0,0,0,0,0,1,0,0
26054,Freedom to Learn,220862,1994.0,132,en-US,4.17,0,0,0,0,0,0,0,1,0
26075,On Nietzsche,437780,1998.0,315,,4.07,0,0,0,0,0,0,0,1,1
26077,"Building Suburbia: Green Fields and Urban Growth, 1820-2000",106029,2004.0,253,,3.8,0,0,0,0,0,0,1,0,0
26087,The William Hoy Story: How a Deaf Baseball Player Changed the Game,26722967,2016.0,270,,4.38,0,0,0,0,0,0,1,0,0
26091,Biology as Ideology: The Doctrine of DNA,185153,1993.0,387,en-US,3.96,0,1,0,0,0,0,0,1,0
26108,Security Analysis: Principles and Technique,203409,2004.0,4332,,4.32,1,0,0,0,0,0,0,0,0
26109,The Urban Bestiary: Encountering the Everyday Wild,17333244,2013.0,325,,3.91,0,0,0,0,0,0,1,1,0
26133,The Life of the Cosmos,179756,1999.0,584,,4.17,0,0,0,0,0,0,1,1,0
26146,The Mind of the South,114560,1991.0,435,eng,3.93,0,0,0,0,0,0,1,0,0
26165,Underwear: Fashion in Detail,7872585,2010.0,124,,4.26,0,0,0,0,0,0,1,0,0
26169,Love: What Life Is All About,225543,1996.0,192,,4.25,0,0,0,0,0,0,0,1,0
26182,The Ties That Bound: Peasant Families in Medieval England,712162,1989.0,339,en-US,4.0,0,0,0,0,0,0,1,0,0
26207,The Long Bridge: Out of the Gulags,10287799,2010.0,106,en-GB,3.87,0,0,0,0,0,0,1,0,0
26217,"Too Big to Know: Rethinking Knowledge Now That the Facts Aren't the Facts, Experts Are Everywhere, and the Smartest Person in the Room Is the Room",11581907,2012.0,1582,en-US,3.79,0,0,1,0,0,0,0,1,0
26219,The Kennedy Men: 1901-1963,1026943,2002.0,745,,4.01,0,1,0,0,0,0,1,0,0
26224,"Courage Has No Color: The True Story of the Triple Nickles, America's First Black Paratroopers",15799010,2013.0,1780,eng,3.98,0,0,0,0,0,0,1,0,0
26293,The Logic of Violence in Civil War,275420,2006.0,171,eng,4.17,0,1,0,0,0,0,1,0,0
26296,"And the Money Kept Rolling In (and Out) Wall Street, the IMF, and the Bankrupting of Argentina",642889,2006.0,184,,3.91,1,0,0,0,0,0,1,0,0
26311,Advaita Vedanta: A Philosophical Reconstruction,524257,1980.0,106,,3.94,0,0,0,0,0,0,0,1,0
26324,Shirley Jones: A Memoir,18903856,,219,,3.11,0,0,0,0,0,0,1,0,0
26328,"Among Heroes: A U.S. Navy Seal's True Story of Friendship, Heroism, and the Ultimate Sacrifice",23398936,,412,,4.34,0,0,0,0,0,0,1,0,0
26390,"What Is Biblical Theology?: A Guide to the Bible's Story, Symbolism, and Patterns",18257769,2013.0,358,,4.12,0,0,0,0,0,0,0,1,0
26411,The Peloponnesian War,1206415,2003.0,104,eng,4.1,0,0,0,0,0,0,1,0,0
26421,Thomas Jefferson,347587,2003.0,296,eng,3.84,0,1,0,0,0,0,1,0,0
26425,The Consequences of Modernity,46412,1991.0,492,eng,3.77,0,0,1,0,0,0,0,1,0
26428,The Global Village: Transformations in World Life and Media in the 21st Century,225112,1992.0,160,,4.09,0,0,0,0,0,0,0,1,0
26429,"The Laws of Simplicity: Design, Technology, Business, Life",225111,2006.0,3862,,3.89,0,0,0,0,0,0,0,1,1
26437,La Seduction: How the French Play the Game of Life,10025369,2011.0,606,en-GB,3.71,0,0,1,0,0,0,1,0,0
26446,Dead Companies Walking: How A Hedge Fund Manager Finds Opportunity in Unexpected Places,22313652,,200,,4.09,1,0,0,0,0,0,0,0,0
26471,The Spirit Level: Why Greater Equality Makes Societies Stronger,6606535,,124,en-US,4.11,1,1,0,0,0,0,0,0,0
26475,To See and See Again: A Life in Iran and America,146653,2000.0,160,,4.07,0,0,0,0,0,0,1,0,0
26485,Trouble Boys: The True Story of the Replacements,28098152,,1279,eng,4.53,0,0,0,0,0,0,1,0,0
26503,The Heart of Christianity: Rediscovering a Life of Faith,76402,2015.0,3043,en-US,4.19,0,0,0,0,0,0,1,1,0
26507,The Botany of Desire: A Plant's-Eye View of the World,13839,2002.0,37715,en-CA,4.05,0,0,0,0,0,0,1,0,0
26523,Jesus Through Middle Eastern Eyes: Cultural Studies in the Gospels,1726261,2008.0,1013,,4.46,0,0,0,0,0,0,1,0,0
26536,American Crucible: Race and Nation in the Twentieth Century,58066,2002.0,132,,3.74,0,0,0,0,0,0,1,0,0
26541,The Lonely Hunter: A Biography of Carson McCullers,45787,2003.0,492,,4.19,0,0,0,0,0,0,1,0,0
26557,The Narcissism Epidemic: Living in the Age of Entitlement,5887138,2009.0,1457,,3.64,0,1,1,0,0,0,0,0,0
26560,Ten Million Aliens: A Journey Through the Entire Animal Kingdom,22609418,2015.0,200,eng,4.02,0,0,0,0,0,0,1,0,0
26563,Assault and Flattery: The Truth About the Left and Their War on Women,22609414,2015.0,101,eng,4.09,0,1,0,0,0,0,0,0,0
26565,The Miracle Of Castel Di Sangro,258952,2002.0,114,en-GB,4.16,0,0,0,0,0,0,1,0,0
26590,The Queen of America Goes to Washington City: Essays on Sex and Citizenship,292240,1997.0,196,,4.15,0,0,0,0,0,0,0,0,1
26606,Leading Couples,4895905,2008.0,107,eng,4.28,0,0,0,0,0,0,1,0,0
26608,The Best Question Ever,911765,2004.0,570,,4.13,0,0,0,0,0,0,0,1,0
26622,The Travels of Ibn Battutah,517598,2003.0,677,eng,3.88,0,0,0,0,0,0,1,0,0
26667,Druid Way,1277439,1993.0,139,,3.92,0,0,0,0,0,0,1,0,0
26671,Science and the Akashic Field: An Integral Theory of Everything,181821,2004.0,430,en-GB,3.94,0,0,0,0,0,0,0,1,1
26722,Shredded: Inside RBS: The Bank that Broke Britain,22671944,,116,,3.86,1,0,0,0,0,0,1,0,0
26730,One Plastic Bag: Isatou Ceesay and the Recycling Women of the Gambia,23080097,,763,eng,4.29,0,0,0,0,0,0,1,0,0
26731,Pure Theory of Law,886052,,189,,4.02,0,0,0,0,0,0,0,1,1
26741,Is God to Blame?: Beyond Pat Answers to the Problem of Suffering,485633,2003.0,292,,4.15,0,0,0,0,0,0,0,1,0
26758,Faith Among Shadows,6198993,,107,eng,4.0,0,0,0,0,0,0,1,0,0
26786,Justice and the Politics of Difference,269112,1990.0,215,eng,4.02,0,0,0,0,0,0,0,1,1
26791,The History of the Decline and Fall of the Roman Empire Volume III,1345610,1996.0,681,en-US,4.2,0,0,0,0,0,0,1,0,0
26795,Literary Theory: A Very Short Introduction,11088622,2011.0,172,eng,3.67,0,0,0,0,0,0,0,1,1
26813,"Paleofantasy: What Evolution Really Tells Us about Sex, Diet, and How We Live",13707578,2013.0,984,eng,3.67,0,0,1,0,0,0,1,0,0
26816,"Sincerity: How a Moral Ideal Born Five Hundred Years Ago Inspired Religious Wars, Modern Art, Hipster Chic, and the Curious Notion That We All Have Something to Say (No Matter How Dull)",13707570,2012.0,118,,3.57,0,0,0,0,0,0,1,1,0
26827,Why Does E=mc²?,7942864,2010.0,130,eng,4.0,0,0,0,0,0,0,1,1,0
26831,Dinosaur Bones,890060,2001.0,205,,3.76,0,0,0,0,0,0,1,0,0
26840,American Afterlife: Encounters in the Customs of Mourning,18290539,2014.0,142,eng,3.72,0,0,1,0,0,0,1,0,0
26882,"The Wilderness Warrior: Theodore Roosevelt and the Crusade for America, 1858-1919",6710203,2009.0,119,en-US,4.02,0,1,0,0,0,0,1,0,0
26892,Four Arguments for the Elimination of Television,228250,1978.0,1033,,4.11,0,0,1,0,0,0,0,1,0
26903,Ruby Bridges Goes To School: My True Story,6697915,2009.0,374,eng,4.35,0,0,0,0,0,0,1,0,0
26919,"The Good Nurse: A True Story of Medicine, Madness, and Murder",18191223,2013.0,1014,,3.75,0,0,0,0,0,0,1,0,0
26938,On Leadership,32535,,198,,3.74,0,1,0,0,0,0,0,1,0
26941,Auschwitz: A Doctor's Eyewitness Account,31137679,,337,,4.24,0,0,0,0,0,0,1,0,0
26953,The Silk Road: Two Thousand Years in the Heart of Asia,164258,2004.0,108,,3.74,0,0,0,0,0,0,1,0,0
26976,"Without You, There Is No Us: My secret life teaching the sons of North Korea's elite",23713940,,166,,3.86,0,1,0,0,0,0,1,0,0
27005,Tolkien: a Biography,214155,2003.0,403,,3.81,0,0,0,0,0,0,1,0,0
27006,Three Felonies a Day: How the Feds Target the Innocent,6611240,2009.0,161,,3.76,0,1,0,0,0,0,1,0,0
27019,Think!: Before It's Too Late,6653267,2010.0,769,en-GB,3.52,0,0,1,0,0,0,0,1,0
27029,Shadow of the Almighty: The Life and Testament of Jim Elliot,9551,2009.0,5825,eng,4.38,0,0,0,0,0,0,1,0,0
27057,The Greatest Show on Earth: The Evidence for Evolution,6117055,2009.0,35097,en-GB,4.16,0,0,0,0,0,0,1,1,0
27074,The Prize: Who's In Charge of America's Schools?,17165917,2015.0,140,,3.99,0,0,0,0,0,0,1,0,0
27091,Secret Lives Of The First Ladies: What Your Teachers Never Told You About The Women of The White House,57566,,557,,3.75,0,1,0,0,0,0,1,0,0
27092,Secret Lives of the U.S. Presidents,57564,,848,,3.71,0,0,0,0,0,0,1,0,0
27150,Mosaic: A Chronicle of Five Generations,1948737,,334,,4.3,0,0,0,0,0,0,1,0,0
27157,"The Opium War: Drugs, Dreams, and the Making of Modern China",12147002,2011.0,448,eng,3.9,0,0,0,0,0,0,1,0,0
27178,Stages of Meditation,518236,2003.0,629,,4.13,0,0,0,0,0,0,0,1,0
27188,India Discovered,571872,1988.0,146,eng,4.1,0,0,0,0,0,0,1,0,0
27193,The Perfect Nazi: Uncovering My Grandfather's Secret Past and How Hitler Seduced a Generation,8853354,2010.0,494,,3.71,0,0,0,0,0,0,1,1,0
27202,The Seasons of Trouble: Life Amid the Ruins of Sri Lanka's Civil War,22307791,2014.0,236,eng,4.31,0,1,0,0,0,0,1,0,0
27219,On Becoming an Alchemist: A Guide for the Modern Magician,1995521,2008.0,129,,4.19,0,0,0,0,0,0,0,1,0
27240,Black Looks: Race and Representation,529568,1999.0,1560,,4.28,0,1,1,0,0,0,0,0,0
27241,Gone at 3:17: The Untold Story of the Worst School Disaster in American History,13100810,2012.0,119,eng,4.32,0,0,0,0,0,0,1,0,0
27248,Islam Explained,856918,2004.0,102,,3.52,0,0,1,0,0,0,0,1,0
27251,The Ignorant Schoolmaster: Five Lessons in Intellectual Emancipation,445408,1991.0,434,,4.08,0,0,0,0,0,0,0,1,1
27297,The Conservative Nanny State: How the Wealthy Use the Government to Stay Rich and Get Richer,281579,2006.0,182,,3.83,1,1,0,0,0,0,0,0,0
27320,"Yours, Jack: Spiritual Direction from C.S. Lewis",1699815,2008.0,146,,4.23,0,0,0,0,0,0,0,1,0
27384,"Alive in the Killing Fields: The True Story of Nawuth Keat, a Khmer Rouge Survivor",6432054,2009.0,408,,3.78,0,0,0,0,0,0,1,0,0
27386,D-Day,451259,2004.0,105,,3.75,0,0,0,0,0,0,1,0,0
27414,The Strange Last Voyage of Donald Crowhurst,424598,2003.0,615,eng,4.12,0,0,0,0,0,0,1,0,0
27420,"Harriet Tubman, Secret Agent: How Daring Slaves and Free Blacks Spied for the Union During the Civil War",118134,2006.0,186,,3.72,0,0,0,0,0,0,1,0,0
27422,Love and War in the Apennines,118139,2005.0,670,,4.16,0,0,0,0,0,0,1,0,0
27423,A Man of Misconceptions: The Life of an Eccentric in an Age of Change,13593525,2012.0,192,en-US,3.47,0,0,0,0,0,0,1,0,0
27433,Empire's Crossroads: A History of the Caribbean from Columbus to the Present Day,20893922,2014.0,151,,3.74,0,0,0,0,0,0,1,0,0
27463,"A History of Histories: Epics, Chronicles, Romances and Inquiries from Herodotus and Thucydides to the Twentieth Century",2303212,2008.0,163,eng,3.71,0,0,0,0,0,0,1,0,0
27469,Technology of the Gods: The Incredible Sciences of the Ancients,450839,,521,,3.98,0,0,0,0,0,0,1,0,0
27478,Flophouse: Life on the Bowery,323306,,114,,4.43,0,0,0,0,0,0,1,0,0
27488,The 5 Love Languages: The Secret to Love That Lasts,1906128,,4457,,4.23,0,0,0,0,0,0,0,1,0
27491,Going North,1050194,2004.0,111,eng,4.12,0,0,0,0,0,0,1,0,0
27514,Relentless Strike: The Secret History of Joint Special Operations Command,25768958,,157,,4.21,0,0,0,0,0,0,1,0,0
27520,Atomic Accidents: A History of Nuclear Meltdowns and Disasters: From the Ozark Mountains to Fukushima,20820098,,320,,4.2,0,1,0,0,0,0,1,0,0
27537,George Washington's World,6476,,1250,,3.94,0,0,0,0,0,0,1,0,0
27554,"The Will to Improve: Governmentality, Development, and the Practice of Politics",181643,2007.0,103,,3.86,1,1,0,0,0,0,0,0,0
27568,"The Crossword Century: 100 Years of Witty Wordplay, Ingenious Puzzles, and Linguistic Mischief",18667873,2014.0,120,,3.58,0,0,0,0,0,0,1,0,0
27578,In CHEAP We Trust: The Story of a Misunderstood American Virtue,6431263,2009.0,358,eng,3.45,1,0,0,0,0,0,1,0,0
27611,Jimmy Stewart: Bomber Pilot,11542021,,163,,3.89,0,0,0,0,0,0,1,0,0
27612,"Take a Walk on the Dark Side: Rock and Roll Myths, Legends, and Curses",119140,2004.0,264,,3.71,0,0,0,0,0,0,1,0,0
27614,The New Typography,119149,2006.0,655,,4.14,0,0,0,0,0,0,1,0,0
27646,The Great Hedge of India: The Search for the Living Barrier that Divided a People,146077,2002.0,157,,3.82,0,0,0,0,0,0,1,0,0
27674,Becoming Human,348823,1999.0,610,eng,4.26,0,0,1,0,0,0,0,1,0
27676,Community And Growth,348824,,299,,4.38,0,0,1,0,0,0,0,1,0
27682,"1,000 Recordings to Hear Before You Die",5973828,,107,,4.02,0,0,0,0,0,0,1,0,0
27711,Last Night at the Viper Room: River Phoenix and the Hollywood He Left Behind,18875926,,186,,3.74,0,0,0,0,0,0,1,0,0
27725,Law's Order: What Economics Has to Do with Law and Why It Matters,419403,2001.0,131,,3.94,1,0,0,0,0,0,0,0,0
27731,"The Whites of Their Eyes: Bunker Hill, the First American Army, and the Emergence of George Washington",10323682,,120,,3.99,0,0,0,0,0,0,1,0,0
27738,"The Queen's Conjurer: The Science and Magic of Dr. John Dee, Advisor to Queen Elizabeth I",729729,2001.0,338,,3.79,0,0,0,0,0,0,1,0,0
27754,"The 100 Thing Challenge: How I Got Rid of Almost Everything, Remade My Life, and Regained My Soul",10088907,2010.0,179,eng,2.84,1,0,0,0,0,0,0,1,0
27756,Darwin: Portrait of a Genius,13589183,2012.0,286,,3.58,0,0,0,0,0,0,1,0,0
27757,Mastery,13589182,2012.0,13432,,4.27,0,0,0,0,0,0,1,1,0
27758,Christopher Columbus and the Afrikan Holocaust: Slavery and the Rise of European Capitalism,88669,2000.0,246,,4.5,0,0,0,0,0,0,1,0,0
27769,The Finish: The Killing of Osama Bin Laden,15811149,2012.0,1719,en-US,3.73,0,1,0,0,0,0,1,0,0
27809,The Long Shadow of Small Ghosts: Murder and Memory in an American City,25814261,2016.0,576,,3.35,0,0,1,0,0,0,1,0,0
27831,Among the Creationists: Dispatches from the Anti-Evolutionist Front Line,12844821,2012.0,114,,3.91,0,1,0,0,0,0,0,0,0
27855,The Body Hunters: Testing New Drugs on the World's Poorest Patients,181287,,125,eng,3.67,0,1,0,0,0,0,1,0,0
27906,Structure and Change in Economic History,849183,1982.0,122,,3.94,1,0,0,0,0,0,1,0,0
27908,"Grand Avenues: The Story of the French Visionary Who Designed Washington, D.C.",80696,,137,eng,3.64,0,0,0,0,0,0,1,0,0
27935,Contempt of Court: The Turn-of-the-Century Lynching That Launched a Hundred Years of Federalism,373617,2001.0,216,,4.17,0,0,0,0,0,0,1,0,0
27944,Twenty-Three Things They Don't Tell You about Capitalism,10219794,,140,eng,3.98,1,1,0,0,0,0,0,0,0
27950,"Supersizing the Mind: Embodiment, Action, and Cognitive Extension",3697056,2008.0,152,,3.79,0,0,0,0,0,0,0,1,0
27978,The Lessons of History,174713,,2628,eng,4.16,0,0,0,0,0,0,1,1,0
27979,Seven Myths of the Spanish Conquest,174710,2004.0,354,,3.83,0,0,0,0,0,0,1,0,0
27996,The Age Of Absurdity: Why Modern Life Makes It Hard To Be Happy,7623692,2010.0,1312,,3.89,0,0,0,1,0,0,0,1,0
27998,An Ordinary Man,547069,,204,en-US,4.17,0,1,0,0,0,0,1,0,0
28000,Israel: A Concise History of a Nation Reborn,28693693,2016.0,178,,4.4,0,1,0,0,0,0,1,0,0
28039,A Guinea Pig's History of Biology,2338767,2007.0,125,,3.71,0,0,0,0,0,0,1,0,0
28044,Relativism: Feet Firmly Planted in Mid-Air,685508,1998.0,342,,4.27,0,0,0,0,0,0,0,1,0
28050,Jesus Freaks,6656031,,128,,3.32,0,0,1,0,0,0,1,0,0
28053,The Dillinger Days,674002,1995.0,122,en-US,3.71,0,0,0,0,0,0,1,0,0
28076,"A Funny Thing Happened on the Way to the White House: Humor, Blunders, and Other Oddities from the Presidential Campaign Trail",3324773,2008.0,105,,3.09,0,1,0,0,0,0,1,0,0
28083,The Blank Slate: The Denial of Human Nature and Modern Intellectual Life,537014,2002.0,189,,4.07,0,0,1,0,0,0,0,1,0
28084,The Language Instinct: How the Mind Creates Language,537016,,181,,4.05,0,0,1,0,0,0,0,1,0
28093,Classical Apologetics: A Rational Defense of the Christian Faith and a Critique of Presuppositional Apologetics,567016,1984.0,107,eng,3.56,0,0,0,0,0,0,0,1,0
28104,A Futile and Stupid Gesture: How Doug Kenney and National Lampoon Changed Comedy Forever,186840,2006.0,108,,3.79,0,0,0,0,0,0,1,0,0
28106,"What Is the Bible?: How an Ancient Library of Poems, Letters, and Stories Can Transform the Way You Think and Feel About Everything",31706459,2017.0,1191,,4.34,0,0,0,0,0,0,1,0,0
28117,Alchemy and Mysticism: The Hermetic Museum,799890,1997.0,110,,4.25,0,0,0,0,0,0,1,1,0
28146,Peace Is Every Step: The Path of Mindfulness in Everyday Life,14572,1992.0,19766,eng,4.34,0,0,0,0,0,0,0,1,0
28148,The Rolling Stone Illustrated History of Rock and Roll: The Definitive History of the Most Important Artists and Their Music,14577,1992.0,337,,3.9,0,0,0,0,0,0,1,0,0
28153,We Gon' Be Alright: Notes on Race and Resegregation,28595947,,906,eng,4.29,0,1,0,0,0,0,1,0,0
28168,Berlin Now: The City After the Wall,18490519,2014.0,202,,3.6,0,0,0,0,0,0,1,0,0
28179,Teachings of Presidents of the Church: George Albert Smith,13354790,2012.0,326,eng,4.6,0,0,0,0,0,0,1,0,0
28230,Ready for Anything: 52 Productivity Principles for Work and Life,873199,,167,,3.8,1,0,0,0,0,0,0,0,0
28232,When Hitler Took Cocaine and Lenin Lost His Brain: History's Unknown Chapters,25663540,2016.0,743,,3.64,0,0,0,0,0,0,1,0,0
28291,The Score Takes Care of Itself,8209000,,227,,4.22,0,0,0,0,0,0,0,1,0
28304,Mozart,183266,1995.0,476,,3.94,0,0,0,0,0,0,1,0,0
28315,Sipping from the Nile: My Exodus from Egypt,5781725,2008.0,126,,3.45,0,0,0,0,0,0,1,0,0
28321,The Art of Deception: Controlling the Human Element of Security,18160,2003.0,3821,eng,3.76,0,1,1,0,0,0,0,0,0
28339,Madame Sadayakko: The Geisha Who Bewitched the West,521946,2003.0,290,,3.54,0,0,0,0,0,0,1,0,0
